GeneName_A	GeneName_B	SRA	adj_p-value	Control_SRA	Treatment	Tissue	Cell	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
CBP	ARNT	SRR9063866	0.00079	NONE	UT	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ARNT	SRR9063863	4.4e-05	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ARNT	SRR9063864	1.4e-11	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ARNTL	SRR9063865	1.4e-07	NONE	LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ARNTL	SRR9063863	9.9e-33	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ARNTL	SRR9063866	1.6e-07	NONE	UT	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ARNTL	SRR9063864	1.7e-43	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ASCL2	SRR9063864	0.00026	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ASCL2	SRR9063866	0.0046	NONE	UT	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	ATF1	SRR9063866	1.2e-20	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF1	SRR9063864	5.4e-99	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF1	SRR9063863	8.7e-119	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF1	SRR9063865	8.9e-60	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF3	SRR9063866	1.4e-11	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF3	SRR9063863	2.6e-245	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF3	SRR9063865	1.3e-153	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF3	SRR9063864	7.4e-110	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF4	SRR9063864	1.2e-250	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF4	SRR9063866	7.3e-16	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF4	SRR9063863	2e-305	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF4	SRR9063865	1.2e-146	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF7	SRR9063864	1.1e-53	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF7	SRR9063865	9.9e-28	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF7	SRR9063863	6.2e-87	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATF7	SRR9063866	0.00011	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	ATOH1	SRR9063864	0.0062	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063866	2.1e-07	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063863	1.4e-88	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063864	3.4e-48	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063866	2.1e-07	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063865	6.8e-75	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063863	1.4e-88	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063864	3.4e-48	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH1	SRR9063865	6.8e-75	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH2	SRR9063863	1.7e-246	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH2	SRR9063865	3.3e-262	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH2	SRR9063864	6.1e-92	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BACH2	SRR9063866	2.6e-12	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF	SRR9063864	4.4e-81	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF	SRR9063866	7.8e-09	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF3	SRR9063864	2e-17	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF3	SRR9063863	4.4e-26	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BATF3	SRR9063865	9.4e-07	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	BCL6	SRR9063864	3.2e-05	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	BCL6	SRR9063865	9.3e-05	NONE	LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	BHLHA15	SRR9063864	0.0027	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE40	SRR9063863	5.9e-21	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE40	SRR9063865	1.2e-05	NONE	LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE40	SRR9063864	1.2e-26	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE40	SRR9063866	8.7e-08	NONE	UT	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE41	SRR9063863	3.5e-30	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE41	SRR9063865	2.2e-09	NONE	LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE41	SRR9063864	4.2e-34	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BHLHE41	SRR9063866	3.6e-11	NONE	UT	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	BSX	SRR9063865	0.00057	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063865	7.2e-05	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063863	3e-27	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063866	2.7e-24	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063864	7e-21	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPA	SRR9063865	4e-266	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPB	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPB	SRR9063865	8.5e-253	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPB	SRR9063866	3e-20	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPB	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPD	SRR9063866	2.7e-19	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPD	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPD	SRR9063865	2e-265	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPD	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPE	SRR9063866	6.2e-22	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPE	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPE	SRR9063865	1.1e-246	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPE	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPG	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPG	SRR9063866	1.2e-22	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPG	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CEBPG	SRR9063865	2.1e-230	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CLOCK	SRR9063864	1.5e-05	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	CLOCK	SRR9063863	0.016	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	CREB1	SRR9063864	2.2e-35	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB1	SRR9063865	8.5e-20	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB1	SRR9063863	3.9e-62	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB1	SRR9063866	7.1e-07	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3	SRR9063865	3.8e-10	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3	SRR9063864	3.4e-16	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3	SRR9063866	2.3e-05	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3	SRR9063863	8.2e-25	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3L1	SRR9063865	2.1e-05	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3L1	SRR9063863	3.8e-10	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3L1	SRR9063864	1.2e-06	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3L2	SRR9063863	0.011	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB3L2	SRR9063864	1.6e-07	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB5	SRR9063864	2.3e-79	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB5	SRR9063865	8.4e-47	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB5	SRR9063863	2.3e-127	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREB5	SRR9063866	1.2e-09	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREM	SRR9063866	8.6e-10	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREM	SRR9063863	2.3e-56	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREM	SRR9063864	6.5e-39	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	CREM	SRR9063865	2.2e-22	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	DBP	SRR9063863	1.7e-284	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	DBP	SRR9063865	6.6e-106	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	DBP	SRR9063866	2.7e-15	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	DBP	SRR9063864	1.4e-206	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	DDIT3	SRR9063864	7e-21	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Obligate heteromer
CBP	DDIT3	SRR9063865	7.2e-05	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Obligate heteromer
CBP	DDIT3	SRR9063863	3e-27	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Obligate heteromer
CBP	DLX2	SRR9063865	0.00047	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	DLX3	SRR9063865	0.00064	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	DLX4	SRR9063863	0.015	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	DLX4	SRR9063865	0.00049	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	Dux	SRR9063865	0.0015	NONE	LPS	peripheral blood	macrophages	CBP	NA	NA	NA	NA
CBP	DUX4	SRR9063865	0.013	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	DUX4	SRR9063863	0.0019	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	DUXA	SRR9063865	1.7e-05	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	DUXA	SRR9063863	3.1e-07	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	E2F6	SRR9063863	0.011	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	E2F	Known motif	Monomer or homomultimer
CBP	EGR1	SRR9063863	8.6e-05	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	EGR2	SRR9063864	0.0017	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	EGR2	SRR9063863	4.7e-17	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	EGR3	SRR9063864	0.0056	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	EGR3	SRR9063863	5.1e-09	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	EHF	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	EHF	SRR9063865	3.1e-208	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	EHF	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	EHF	SRR9063866	4.3e-49	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF1	SRR9063863	3.2e-254	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF1	SRR9063865	1.1e-115	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF1	SRR9063866	6.5e-29	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF1	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF3	SRR9063865	1.2e-128	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets; AT hook	Known motif	Monomer or homomultimer
CBP	ELF3	SRR9063863	2.2e-255	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets; AT hook	Known motif	Monomer or homomultimer
CBP	ELF3	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets; AT hook	Known motif	Monomer or homomultimer
CBP	ELF3	SRR9063866	2.3e-31	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets; AT hook	Known motif	Monomer or homomultimer
CBP	ELF4	SRR9063863	8.6e-308	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF4	SRR9063866	1e-36	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF4	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF4	SRR9063865	2.1e-140	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF5	SRR9063866	3.2e-59	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF5	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF5	SRR9063865	7.7e-278	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELF5	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK1	SRR9063863	1.3e-183	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK1	SRR9063865	3.9e-67	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK1	SRR9063864	3.6e-269	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK1	SRR9063866	1.4e-19	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK3	SRR9063866	1.4e-42	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK3	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK3	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK3	SRR9063865	2e-194	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK4	SRR9063865	2.5e-185	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK4	SRR9063866	1.6e-41	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK4	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ELK4	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	EMX1	SRR9063863	0.0022	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	EMX1	SRR9063865	1.3e-07	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	EMX2	SRR9063865	0.0052	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
