GeneName_A	GeneName_B	SRA	adj_p-value	Control_SRA	Treatment	Tissue	Cell	Complex_A	Core_or_Variant_A	DBD_B	TF_assessment_B	Binding_mode_B
CBP	EN2	SRR9063863	2.1e-06	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	EN2	SRR9063865	3.9e-06	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	ERF	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERF	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERF	SRR9063865	3.7e-173	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERF	SRR9063866	1.5e-46	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERG	SRR9063865	6.5e-206	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERG	SRR9063866	6.9e-50	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERG	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ERG	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETS1	SRR9063866	3.3e-46	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETS1	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETS1	SRR9063865	5.3e-191	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETS1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV1	SRR9063866	2.7e-51	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV1	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV1	SRR9063865	4.5e-199	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV2	SRR9063865	1.2e-171	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV2	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV2	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV2	SRR9063866	9.6e-38	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV3	SRR9063864	2.4e-253	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV3	SRR9063865	1.4e-80	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV3	SRR9063863	1.8e-186	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV3	SRR9063866	3.4e-22	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV4	SRR9063865	3.5e-190	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV4	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV4	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV4	SRR9063866	5.7e-48	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV5	SRR9063866	1.9e-49	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV5	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV5	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV5	SRR9063865	1.8e-179	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV6	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV6	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV6	SRR9063866	2.8e-54	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	ETV6	SRR9063865	5.5e-264	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	EVX1	SRR9063865	0.0037	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	EVX1	SRR9063863	0.0058	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	EVX2	SRR9063863	0.00049	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	EVX2	SRR9063865	0.0077	NONE	LPS	peripheral blood	macrophages	CBP	NA	Homeodomain	Known motif	Monomer or homomultimer
CBP	FEV	SRR9063865	1.4e-211	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FEV	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FEV	SRR9063866	3.2e-48	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FEV	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FLI1	SRR9063866	1.4e-39	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FLI1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FLI1	SRR9063865	6e-172	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FLI1	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063864	3.4e-153	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063866	3.3e-10	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063864	6e-96	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063865	4.8e-69	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063864	5.9e-160	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063864	2.2e-115	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063864	1.3e-155	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063863	1.6e-174	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063866	2.5e-16	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063866	7.7e-12	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063866	9.3e-10	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOS	SRR9063866	4.3e-13	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063866	4.3e-08	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063864	2.3e-113	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063863	1.4e-184	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063866	3.3e-13	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063865	4.7e-81	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063864	2.9e-132	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063866	3.1e-11	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063864	4.7e-119	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063865	1e-65	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSB	SRR9063863	8e-190	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063866	3.2e-12	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063866	2.8e-18	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063866	1.1e-11	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063865	1.4e-87	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063863	5.6e-197	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063866	9.1e-14	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063864	4.2e-131	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063864	1e-92	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063864	4.1e-108	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063865	1.6e-185	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063864	6.4e-183	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063866	9e-13	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063864	6.7e-181	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063864	9.9e-141	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL1	SRR9063866	1.2e-14	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	2.8e-60	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	1.4e-05	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	9e-12	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	4.5e-12	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	2e-11	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	1.2e-54	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	7.9e-11	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	3.1e-74	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	2.3e-10	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	4.6e-167	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	2.9e-101	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	2.4e-122	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	3.5e-99	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	1.9e-82	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	1e-174	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	1.6e-150	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	8.6e-207	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063865	0	NONE	LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	1.8e-140	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063864	3.3e-131	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063866	9.1e-13	NONE	UT	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOSL2	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	FOXK1	SRR9063864	0.0048	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXO1	SRR9063863	1.4e-14	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXO1	SRR9063865	8.5e-09	NONE	LPS	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXO1	SRR9063864	4.4e-19	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXO1	SRR9063866	0.00057	NONE	UT	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXP1	SRR9063864	1.4e-06	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXP1	SRR9063863	0.0063	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	FOXP1	SRR9063865	0.00093	NONE	LPS	peripheral blood	macrophages	CBP	NA	Forkhead	Known motif	Monomer or homomultimer
CBP	GABPA	SRR9063866	1.6e-49	NONE	UT	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	GABPA	SRR9063864	0	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	GABPA	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	GABPA	SRR9063865	3.8e-201	NONE	LPS	peripheral blood	macrophages	CBP	NA	Ets	Known motif	Monomer or homomultimer
CBP	GMEB1	SRR9063865	5e-06	NONE	LPS	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB1	SRR9063866	4.3e-08	NONE	UT	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB1	SRR9063864	3.4e-29	NONE	IFNg	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB1	SRR9063863	8.6e-19	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB2	SRR9063866	5.7e-10	NONE	UT	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB2	SRR9063865	1.5e-16	NONE	LPS	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB2	SRR9063863	3.7e-45	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GMEB2	SRR9063864	1.1e-38	NONE	IFNg	peripheral blood	macrophages	CBP	NA	SAND	Known motif	Monomer or homomultimer
CBP	GRHL2	SRR9063864	3.4e-09	NONE	IFNg	peripheral blood	macrophages	CBP	NA	Grainyhead	Known motif	Monomer or homomultimer
CBP	GRHL2	SRR9063863	4.6e-05	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	Grainyhead	Known motif	Monomer or homomultimer
CBP	HES1	SRR9063864	0.0034	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	HES2	SRR9063864	0.0013	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Monomer or homomultimer
CBP	HIF1A	SRR9063863	0.00014	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Obligate heteromer
CBP	HIF1A	SRR9063866	0.0011	NONE	UT	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Obligate heteromer
CBP	HIF1A	SRR9063864	4.5e-10	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bHLH	Known motif	Obligate heteromer
CBP	HINFP	SRR9063864	0.0056	NONE	IFNg	peripheral blood	macrophages	CBP	NA	C2H2 ZF	Known motif	Monomer or homomultimer
CBP	HLF	SRR9063863	0	NONE	IFNg_LPS	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
CBP	HLF	SRR9063864	3.5e-255	NONE	IFNg	peripheral blood	macrophages	CBP	NA	bZIP	Known motif	Monomer or homomultimer
